run_id,plate_id,well,row,col,changed,reason,method_current,cur_kind,cur_idx,cur_t,cur_n,cur_slope,cur_r2,new_kind,new_idx,new_t,new_n,new_slope,new_r2,slope_ratio_new_over_cur
260205-R3,plate1,B5,B,5,False,keep,initial_positive_promote_long_ext_tangent,current,1..9,36-276,9,1.55,0.9807011973875182,current,1..9,36-276,9,1.55,0.9807011973875182,1.0
260205-R3,plate1,B6,B,6,False,keep,initial_positive_ext_tangent,current,0..10,6-306,11,0.9581818181818184,0.9845597850919346,current,0..10,6-306,11,0.9581818181818184,0.9845597850919346,1.0
260205-R3,plate1,B7,B,7,False,keep,initial_positive_ext,current,0..20,6-606,21,0.596883116883117,0.9891781954936251,current,0..20,6-606,21,0.596883116883117,0.9891781954936251,1.0
260205-R3,plate1,C1,C,1,False,keep,initial_positive_tangent,current,0..3,6-96,4,4.946666666666665,0.988871326963144,current,0..3,6-96,4,4.946666666666665,0.988871326963144,1.0
260205-R3,plate1,C2,C,2,False,keep,initial_positive_tangent,current,0..3,6-96,4,5.346666666666667,0.9969681939363879,current,0..3,6-96,4,5.346666666666667,0.9969681939363879,1.0
260205-R3,plate1,C3,C,3,False,keep,initial_positive_promote_long_ext_tangent,current,0..4,6-126,5,3.1666666666666674,0.9903304247063575,current,0..4,6-126,5,3.1666666666666674,0.9903304247063575,1.0
260205-R3,plate1,C4,C,4,False,keep,initial_positive_promote_long_ext,current,0..8,6-246,9,2.128888888888889,0.9891723520979511,current,0..8,6-246,9,2.128888888888889,0.9891723520979511,1.0
260205-R3,plate1,C5,C,5,False,keep,initial_positive,current,0..5,6-156,6,1.8495238095238093,0.9911444234782106,current,0..5,6-156,6,1.8495238095238093,0.9911444234782106,1.0
260205-R3,plate1,C6,C,6,False,keep,initial_positive,current,0..8,6-246,9,0.7877777777777777,0.9737350844568418,current,0..8,6-246,9,0.7877777777777777,0.9737350844568418,1.0
260205-R3,plate1,C7,C,7,False,keep,initial_positive_ext,current,0..20,6-606,21,0.5337662337662339,0.9875429975898138,current,0..20,6-606,21,0.5337662337662339,0.9875429975898138,1.0
260205-R3,plate1,D1,D,1,True,underestimate_to_tangent,initial_positive,current,0..4,6-126,5,5.413333333333335,0.9687288797992443,tangent_best,0..3,6-96,4,6.366666666666665,0.9981722566064168,1.1761083743842358
260205-R3,plate1,D2,D,2,False,keep,initial_positive_tangent,current,0..3,6-96,4,6.199999999999999,0.9912666758355109,current,0..3,6-96,4,6.199999999999999,0.9912666758355109,1.0
260205-R3,plate1,D3,D,3,False,keep,initial_positive_tangent,current,0..3,6-96,4,5.3599999999999985,0.9866837622492902,current,0..3,6-96,4,5.3599999999999985,0.9866837622492902,1.0
260205-R3,plate1,D4,D,4,False,keep,initial_positive_tangent,current,0..3,6-96,4,4.206666666666665,0.9986606303063745,current,0..3,6-96,4,4.206666666666665,0.9986606303063745,1.0
260205-R3,plate1,D5,D,5,False,keep,initial_positive_tangent,current,0..3,6-96,4,3.553333333333333,0.9970309017846175,current,0..3,6-96,4,3.553333333333333,0.9970309017846175,1.0
260205-R3,plate1,D6,D,6,False,keep,initial_positive,current,0..6,6-186,7,1.7000000000000002,0.9711583888321624,current,0..6,6-186,7,1.7000000000000002,0.9711583888321624,1.0
260205-R3,plate1,D7,D,7,False,keep,initial_positive,current,3..9,96-276,7,1.1333333333333335,0.9703302727148143,current,3..9,96-276,7,1.1333333333333335,0.9703302727148143,1.0
260205-R3,plate1,E1,E,1,True,underestimate_to_tangent,initial_positive,current,0..4,6-126,5,4.666666666666666,0.9132249888176531,tangent_best,0..3,6-96,4,5.999999999999999,0.9840606472932257,1.2857142857142856
260205-R3,plate1,E2,E,2,True,underestimate_to_tangent,initial_positive,current,0..4,6-126,5,5.453333333333334,0.9522890551172137,tangent_best,0..3,6-96,4,6.399999999999998,0.9718238569259322,1.1735941320293393
260205-R3,plate1,E3,E,3,False,keep,initial_positive_tangent,current,0..3,6-96,4,4.926666666666665,0.9885348127901821,current,0..3,6-96,4,4.926666666666665,0.9885348127901821,1.0
260205-R3,plate1,E4,E,4,False,keep,initial_positive_tangent,current,0..3,6-96,4,4.633333333333333,0.9994413350024313,current,0..3,6-96,4,4.633333333333333,0.9994413350024313,1.0
260205-R3,plate1,E5,E,5,False,keep,initial_positive_tangent,current,0..3,6-96,4,3.1799999999999993,0.9777992651324695,current,0..3,6-96,4,3.1799999999999993,0.9777992651324695,1.0
260205-R3,plate1,E6,E,6,False,keep,initial_positive,current,0..5,6-156,6,1.7447619047619043,0.9977675598541303,current,0..5,6-156,6,1.7447619047619043,0.9977675598541303,1.0
260205-R3,plate1,E7,E,7,False,keep,full_range_outlier_skip,current,0..19,6-576,20,1.0238596491228074,0.9856682612502948,current,0..19,6-576,20,1.0238596491228074,0.9856682612502948,1.0
260205-R3,plate1,F1,F,1,True,underestimate_to_tangent,initial_positive,current,0..4,6-126,5,4.126666666666665,0.8448825599548409,tangent_best,0..3,6-96,4,5.746666666666666,0.9704874353482054,1.3925686591276256
260205-R3,plate1,F2,F,2,True,underestimate_to_tangent,initial_positive,current,0..4,6-126,5,4.146666666666666,0.882587509581341,tangent_best,0..3,6-96,4,5.446666666666667,0.9612802880288028,1.313504823151126
260205-R3,plate1,F3,F,3,False,keep,initial_positive_tangent,current,0..3,6-96,4,4.593333333333333,0.9983722226311528,current,0..3,6-96,4,4.593333333333333,0.9983722226311528,1.0
260205-R3,plate1,F4,F,4,False,keep,initial_positive_promote_long_ext,current,0..9,6-276,10,2.466262626262626,0.9901177475024908,current,0..9,6-276,10,2.466262626262626,0.9901177475024908,1.0
260205-R3,plate1,F5,F,5,False,keep,initial_positive_promote_long_ext,current,0..9,6-276,10,1.4323232323232322,0.9929545954300791,current,0..9,6-276,10,1.4323232323232322,0.9929545954300791,1.0
260205-R3,plate1,F6,F,6,False,keep,initial_positive,current,4..9,126-276,6,0.379047619047619,0.9728780248126766,current,4..9,126-276,6,0.379047619047619,0.9728780248126766,1.0
260205-R3,plate1,F7,F,7,False,keep,initial_positive,current,0..7,6-216,8,0.1960317460317461,0.9290663499170055,current,0..7,6-216,8,0.1960317460317461,0.9290663499170055,1.0
260205-R3,plate1,G1,G,1,False,keep,initial_positive_tangent,current,0..3,6-96,4,4.219999999999999,0.9818522647912863,current,0..3,6-96,4,4.219999999999999,0.9818522647912863,1.0
260205-R3,plate1,G2,G,2,False,keep,initial_positive,current,0..5,6-156,6,3.3561904761904757,0.9895153527923151,current,0..5,6-156,6,3.3561904761904757,0.9895153527923151,1.0
260205-R3,plate1,G3,G,3,False,keep,initial_positive_promote_long_ext,current,0..7,6-216,8,1.8071428571428578,0.9949259005317614,current,0..7,6-216,8,1.8071428571428578,0.9949259005317614,1.0
260205-R3,plate1,G4,G,4,False,keep,full_range_outlier_skip,current,0..20,6-606,21,1.0352380952380953,0.9749250649587045,current,0..20,6-606,21,1.0352380952380953,0.9749250649587045,1.0
260205-R3,plate1,G5,G,5,False,keep,initial_positive_early_steep_delayed_steep,current,5..14,156-426,10,0.7115151515151511,0.9598815501002405,current,5..14,156-426,10,0.7115151515151511,0.9598815501002405,1.0
260205-R3,plate1,G6,G,6,True,overestimate_to_long,initial_positive,current,10..15,306-456,6,0.27999999999999997,0.8235660293463762,long_trim2,0..20 (skip 2),6-606,19,0.12183677664713743,0.8794967106411697,0.435131345168348
260205-R3,plate1,G7,G,7,False,keep,initial_positive_tangent,current,0..3,6-96,4,0.15333333333333332,0.9887850467289719,current,0..3,6-96,4,0.15333333333333332,0.9887850467289719,1.0
260205-R3,plate1,H1,H,1,True,underestimate_to_tangent,initial_positive,current,0..4,6-126,5,3.553333333333333,0.7870984008068003,tangent_best,0..3,6-96,4,5.22,0.955302091854622,1.4690431519699814
260205-R3,plate1,H2,H,2,True,underestimate_to_tangent,initial_positive,current,0..4,6-126,5,3.5866666666666647,0.9132223582417306,tangent_best,0..3,6-96,4,4.533333333333332,0.9692294793326066,1.2639405204460972
260205-R3,plate1,H3,H,3,False,keep,initial_positive,current,0..5,6-156,6,3.639999999999998,0.9622173107130672,current,0..5,6-156,6,3.639999999999998,0.9622173107130672,1.0
260205-R3,plate1,H4,H,4,False,keep,initial_positive_ext_tangent,current,0..4,6-126,5,3.1266666666666665,0.9938056855764191,current,0..4,6-126,5,3.1266666666666665,0.9938056855764191,1.0
260205-R3,plate1,H5,H,5,False,keep,initial_positive,current,0..5,6-156,6,2.1657142857142846,0.9905225882824681,current,0..5,6-156,6,2.1657142857142846,0.9905225882824681,1.0
260205-R3,plate1,H6,H,6,False,keep,initial_positive,current,0..7,6-216,8,0.6984126984126987,0.9737059166716961,current,0..7,6-216,8,0.6984126984126987,0.9737059166716961,1.0
260205-R3,plate1,H7,H,7,True,overestimate_to_long,initial_positive,current,6..11,186-336,6,0.3352380952380953,0.9633837860252954,long_trim2,0..20 (skip 2),6-606,19,0.19846905373419957,0.9626428158894308,0.5920241659684929
